PRECINCT,Date,Race,totvote,DEM_Turnout,REP_Turnout,NPA_Turnout,Other_party_Turnout,White_Turnout,Black_Turnout,Hispanic_Turnout,Other_race_Turnout,Male_Turnout,Female_Turnout,Unkwn_Turnout,pct_white,pct_black,pct_non_bw,DEM_candidate_votes,REP_candidate_votes,OTHER_candidate_votes,Total_contest_votes,pct_dem,pct_rep,D-R_vote_pct,D-R_vote,District
1012,3/24/2015,City Council At-Large,780,535,140,90,15,199,505,17,59,267,500,13,0.255128205,0.647435897,0.097435897,565.6,191.2,0,756.8,0.747357294,0.252642706,0.494714588,374.4,10
1013,3/24/2015,City Council At-Large,488,168,268,40,12,362,108,3,15,209,276,3,0.741803279,0.221311475,0.036885246,183.2,283.6,0,466.8,0.392459297,0.607540703,-0.215081405,-100.4,10
1014,3/24/2015,City Council At-Large,1056,610,330,99,17,453,527,18,58,473,575,8,0.428977273,0.49905303,0.071969697,621.8,402.6,0,1024.4,0.606989457,0.393010543,0.213978914,219.2,10
1015,3/24/2015,City Council At-Large,862,461,303,80,18,409,371,23,59,363,480,19,0.474477958,0.430394432,0.09512761,458.2,375.4,0,833.6,0.549664107,0.450335893,0.099328215,82.8,10
1016,3/24/2015,City Council At-Large,453,269,124,50,10,173,239,11,30,180,270,3,0.381898455,0.527593819,0.090507726,284.4,150,0,434.4,0.654696133,0.345303867,0.309392265,134.4,10
1101,3/24/2015,City Council At-Large,331,96,186,39,10,257,38,12,24,152,176,3,0.776435045,0.114803625,0.108761329,123.6,186.6,0,310.2,0.398452611,0.601547389,-0.203094778,-63,11
1102,3/24/2015,City Council At-Large,191,31,141,19,0,160,14,2,15,95,96,0,0.837696335,0.073298429,0.089005236,43.2,137.4,0,180.6,0.239202658,0.760797342,-0.521594684,-94.2,11
1103,3/24/2015,City Council At-Large,887,226,525,108,28,697,86,35,69,434,446,7,0.785794814,0.096956032,0.117249154,292.6,552.4,0,845,0.346272189,0.653727811,-0.307455621,-259.8,11
1104,3/24/2015,City Council At-Large,785,278,365,111,31,532,184,11,58,364,414,7,0.677707006,0.234394904,0.087898089,318.6,434.6,0,753.2,0.42299522,0.57700478,-0.154009559,-116,11
1105,3/24/2015,City Council At-Large,667,218,335,89,25,481,116,33,37,347,316,4,0.72113943,0.173913043,0.104947526,246.8,385.2,0,632,0.390506329,0.609493671,-0.218987342,-138.4,11
1106,3/24/2015,City Council At-Large,1755,518,935,242,60,1436,182,49,88,782,956,17,0.818233618,0.103703704,0.078062678,620.4,1051.6,0,1672,0.371052632,0.628947368,-0.257894737,-431.2,11
1107,3/24/2015,City Council At-Large,681,121,475,66,19,572,30,17,62,355,320,6,0.839941263,0.044052863,0.116005874,176,475.2,0,651.2,0.27027027,0.72972973,-0.459459459,-299.2,11
1108,3/24/2015,City Council At-Large,696,308,280,80,28,473,168,25,30,295,392,9,0.679597701,0.24137931,0.079022989,342.6,326.4,0,669,0.512107623,0.487892377,0.024215247,16.2,11
1109,3/24/2015,City Council At-Large,871,135,670,54,12,824,17,12,18,413,449,9,0.946039036,0.019517796,0.034443169,188.8,623.8,0,812.6,0.232340635,0.767659365,-0.53531873,-435,11
1110,3/24/2015,City Council At-Large,695,252,329,91,23,519,115,32,29,283,405,7,0.74676259,0.165467626,0.087769784,274.6,380,0,654.6,0.41949282,0.58050718,-0.16101436,-105.4,11
1111,3/24/2015,City Council At-Large,338,150,128,42,18,213,97,17,11,156,179,3,0.630177515,0.286982249,0.082840237,177.6,147.8,0,325.4,0.545789797,0.454210203,0.091579594,29.8,11
1112,3/24/2015,City Council At-Large,696,199,379,101,17,537,90,14,55,325,366,5,0.771551724,0.129310345,0.099137931,234,410.8,0,644.8,0.362903226,0.637096774,-0.274193548,-176.8,11
1113,3/24/2015,City Council At-Large,599,244,254,84,17,418,141,17,23,250,343,6,0.697829716,0.235392321,0.066777963,267.8,307.6,0,575.4,0.465415363,0.534584637,-0.069169274,-39.8,11
1114,3/24/2015,City Council At-Large,465,186,195,67,17,325,96,16,28,194,267,4,0.698924731,0.206451613,0.094623656,208.8,222.6,0,431.4,0.484005563,0.515994437,-0.031988873,-13.8,11
1115,3/24/2015,City Council At-Large,762,246,361,133,22,494,171,37,60,360,391,11,0.648293963,0.224409449,0.127296588,298.6,421.4,0,720,0.414722222,0.585277778,-0.170555556,-122.8,11
1201,3/24/2015,City Council At-Large,1039,351,608,65,15,833,153,21,32,462,567,10,0.801732435,0.147256978,0.051010587,310.4,688.8,0,999.2,0.310648519,0.689351481,-0.378702962,-378.4,12
1202,3/24/2015,City Council At-Large,1023,333,604,66,20,728,235,17,43,491,522,10,0.711632454,0.22971652,0.058651026,355,631.4,0,986.4,0.359894566,0.640105434,-0.280210868,-276.4,12
1203,3/24/2015,City Council At-Large,468,140,295,25,8,409,42,5,12,224,240,4,0.873931624,0.08974359,0.036324786,109.2,339.6,0,448.8,0.243315508,0.756684492,-0.513368984,-230.4,12
1204,3/24/2015,City Council At-Large,532,156,319,46,11,453,50,10,19,251,274,7,0.851503759,0.093984962,0.054511278,145,359.4,0,504.4,0.287470262,0.712529738,-0.425059477,-214.4,12
1205,3/24/2015,City Council At-Large,1436,608,695,108,25,957,397,23,59,671,751,14,0.66643454,0.276462396,0.057103064,569.4,818.6,0,1388,0.410230548,0.589769452,-0.179538905,-249.2,12
1206,3/24/2015,City Council At-Large,1411,574,704,110,23,869,468,15,59,656,732,23,0.615875266,0.33167966,0.052445074,582.6,763.4,0,1346,0.432838039,0.567161961,-0.134323923,-180.8,12
1207,3/24/2015,City Council At-Large,296,144,131,21,0,214,75,0,7,135,160,1,0.722972973,0.253378378,0.023648649,113,166.2,0,279.2,0.404727794,0.595272206,-0.190544413,-53.2,12
1208,3/24/2015,City Council At-Large,1030,475,433,99,23,617,344,24,45,438,583,9,0.599029126,0.333980583,0.066990291,474.2,523.4,0,997.6,0.475340818,0.524659182,-0.049318364,-49.2,12
1209,3/24/2015,City Council At-Large,1193,365,731,76,21,976,166,15,36,564,612,17,0.818105616,0.139145013,0.042749371,332.4,812.8,0,1145.2,0.290254977,0.709745023,-0.419490045,-480.4,12
1210,3/24/2015,City Council At-Large,723,311,326,63,23,475,200,15,33,344,374,5,0.656984786,0.276625173,0.066390041,312.2,392.6,0,704.8,0.442962543,0.557037457,-0.114074915,-80.4,12
1211,3/24/2015,City Council At-Large,857,369,348,113,27,444,345,25,43,409,441,7,0.518086348,0.402567095,0.079346558,413.4,418,0,831.4,0.497233582,0.502766418,-0.005532836,-4.6,12
1212,3/24/2015,City Council At-Large,1660,788,699,136,37,881,669,36,74,765,877,18,0.530722892,0.403012048,0.06626506,807,796,0,1603,0.503431067,0.496568933,0.006862133,11,12
1213,3/24/2015,City Council At-Large,1307,604,571,103,29,824,422,20,41,559,736,12,0.630451415,0.322876817,0.046671767,575.8,685.4,0,1261.2,0.456549318,0.543450682,-0.086901364,-109.6,12
1301,3/24/2015,City Council At-Large,962,282,561,97,22,912,11,8,31,474,476,12,0.948024948,0.011434511,0.040540541,315.4,580.8,0,896.2,0.351930373,0.648069627,-0.296139255,-265.4,13
1302,3/24/2015,City Council At-Large,899,218,573,86,22,857,2,13,27,439,449,11,0.953281424,0.002224694,0.044493882,244,613.6,0,857.6,0.284514925,0.715485075,-0.430970149,-369.6,13
1303,3/24/2015,City Council At-Large,745,179,469,82,15,691,26,9,19,368,374,3,0.927516779,0.034899329,0.037583893,219.2,489.8,0,709,0.309167842,0.690832158,-0.381664316,-270.6,13
1304,3/24/2015,City Council At-Large,661,245,310,85,21,565,63,15,18,303,353,5,0.854765507,0.095310136,0.049924357,272.6,354.2,0,626.8,0.434907466,0.565092534,-0.130185067,-81.6,13
1305,3/24/2015,City Council At-Large,890,248,522,93,27,856,3,11,20,427,458,5,0.961797753,0.003370787,0.034831461,290.6,544,0,834.6,0.34819075,0.65180925,-0.3036185,-253.4,13
1306,3/24/2015,City Council At-Large,838,274,418,105,41,768,36,11,23,384,445,9,0.91646778,0.042959427,0.040572792,330.2,464.6,0,794.8,0.415450428,0.584549572,-0.169099144,-134.4,13
1307,3/24/2015,City Council At-Large,1289,350,747,157,35,1236,11,14,28,603,682,4,0.958882855,0.008533747,0.032583398,443.6,757,0,1200.6,0.369481926,0.630518074,-0.261036149,-313.4,13
1308,3/24/2015,City Council At-Large,929,346,458,100,25,791,112,5,21,433,490,6,0.851453175,0.120559742,0.027987083,391,489.8,0,880.8,0.443914623,0.556085377,-0.112170754,-98.8,13
1309,3/24/2015,City Council At-Large,933,243,571,100,19,899,5,8,21,459,462,12,0.963558414,0.005359057,0.031082529,289.4,609.4,0,898.8,0.321984869,0.678015131,-0.356030263,-320,13
1310,3/24/2015,City Council At-Large,722,205,420,82,15,695,4,8,15,363,357,2,0.962603878,0.005540166,0.031855956,213.2,472.6,0,685.8,0.310877807,0.689122193,-0.378244386,-259.4,13
1311,3/24/2015,City Council At-Large,908,237,528,107,36,850,23,8,27,422,480,6,0.936123348,0.025330396,0.038546256,268.4,581.8,0,850.2,0.315690426,0.684309574,-0.368619148,-313.4,13
1312,3/24/2015,City Council At-Large,463,194,178,69,22,339,93,12,19,214,242,7,0.732181425,0.200863931,0.066954644,219.8,226.2,0,446,0.492825112,0.507174888,-0.014349776,-6.4,13
1313,3/24/2015,City Council At-Large,1341,273,902,140,26,1252,30,21,38,651,682,8,0.933631618,0.022371365,0.043997017,325.4,930.2,0,1255.6,0.259158968,0.740841032,-0.481682064,-604.8,13
1314,3/24/2015,City Council At-Large,97,32,44,17,4,78,10,6,3,50,46,1,0.804123711,0.103092784,0.092783505,31,61.8,0,92.8,0.334051724,0.665948276,-0.331896552,-30.8,13
1315,3/24/2015,City Council At-Large,948,323,455,145,25,718,139,38,53,466,469,13,0.757383966,0.146624473,0.095991561,373,551,0,924,0.403679654,0.596320346,-0.192640693,-178,13
1401,3/24/2015,City Council At-Large,722,302,321,90,9,458,197,20,47,315,401,6,0.63434903,0.272853186,0.092797784,319.2,377.4,0,696.6,0.458225668,0.541774332,-0.083548665,-58.2,14
1402,3/24/2015,City Council At-Large,917,354,443,98,22,520,289,25,83,428,479,10,0.567066521,0.315158124,0.117775354,387.6,479.6,0,867.2,0.44695572,0.55304428,-0.106088561,-92,14
1403,3/24/2015,City Council At-Large,703,270,323,90,20,395,230,20,58,325,374,4,0.561877667,0.327169275,0.110953058,305.2,364.4,0,669.6,0.455794504,0.544205496,-0.088410992,-59.2,14
1404,3/24/2015,City Council At-Large,1765,647,843,211,64,1666,38,27,34,860,897,8,0.943909348,0.021529745,0.034560907,696.6,949.6,0,1646.2,0.42315636,0.57684364,-0.15368728,-253,14
1405,3/24/2015,City Council At-Large,710,322,276,82,30,614,67,11,18,330,374,6,0.864788732,0.094366197,0.04084507,300.8,369,0,669.8,0.44908928,0.55091072,-0.101821439,-68.2,14
1406,3/24/2015,City Council At-Large,523,207,248,54,14,352,132,11,28,235,286,2,0.673040153,0.252390057,0.07456979,212.8,286.2,0,499,0.426452906,0.573547094,-0.147094188,-73.4,14
1407,3/24/2015,City Council At-Large,425,243,111,52,19,290,101,15,19,205,216,4,0.682352941,0.237647059,0.08,252.6,151.2,0,403.8,0.625557207,0.374442793,0.251114413,101.4,14
1408,3/24/2015,City Council At-Large,1027,322,580,93,32,972,22,11,22,481,539,7,0.946445959,0.021421616,0.032132425,336,627.8,0,963.8,0.348620046,0.651379954,-0.302759909,-291.8,14
1409,3/24/2015,City Council At-Large,1163,416,624,89,34,916,180,13,54,549,598,16,0.787618229,0.154772141,0.05760963,405.4,715,0,1120.4,0.361835059,0.638164941,-0.276329882,-309.6,14
1410,3/24/2015,City Council At-Large,1261,580,543,109,29,742,422,27,70,529,716,16,0.588421887,0.334655036,0.076923077,580.8,627.2,0,1208,0.480794702,0.519205298,-0.038410596,-46.4,14
1411,3/24/2015,City Council At-Large,2600,549,1861,144,46,2532,15,20,33,1214,1370,16,0.973846154,0.005769231,0.020384615,638.4,1805.6,0,2444,0.261211129,0.738788871,-0.477577741,-1167.2,14
1412,3/24/2015,City Council At-Large,1021,404,493,96,28,838,125,22,36,462,544,15,0.820763957,0.122428991,0.056807052,361.6,617.2,0,978.8,0.369431957,0.630568043,-0.261136085,-255.6,14
1413,3/24/2015,City Council At-Large,1353,577,553,173,50,1195,83,26,49,652,688,13,0.883222469,0.061345159,0.055432373,650.4,633.6,0,1284,0.506542056,0.493457944,0.013084112,16.8,14
1414,3/24/2015,City Council At-Large,408,188,174,37,9,228,138,26,16,188,217,3,0.558823529,0.338235294,0.102941176,193.4,196.8,0,390.2,0.49564326,0.50435674,-0.00871348,-3.4,14
1415,3/24/2015,City Council At-Large,872,365,386,101,20,778,44,16,34,370,491,11,0.892201835,0.050458716,0.05733945,375.2,448.8,0,824,0.455339806,0.544660194,-0.089320388,-73.6,14
101,3/24/2015,City Council At-Large - 5,956,436,416,81,23,637,257,30,32,423,524,9,0.666317992,0.268828452,0.064853556,389,519,0,908,0.428414097,0.571585903,-0.143171806,-130,1
102,3/24/2015,City Council At-Large - 5,1037,652,257,107,21,401,550,29,57,452,576,9,0.386692382,0.530376085,0.082931533,643,354,0,997,0.644934804,0.355065196,0.289869609,289,1
103,3/24/2015,City Council At-Large - 5,504,181,270,44,9,375,110,6,13,236,265,3,0.744047619,0.218253968,0.037698413,178,307,0,485,0.367010309,0.632989691,-0.265979381,-129,1
104,3/24/2015,City Council At-Large - 5,872,405,390,57,20,570,257,16,29,385,481,6,0.653669725,0.294724771,0.051605505,367,472,0,839,0.437425507,0.562574493,-0.125148987,-105,1
105,3/24/2015,City Council At-Large - 5,1526,638,700,153,35,1025,394,44,63,671,842,13,0.671690695,0.25819135,0.070117955,576,874,0,1450,0.397241379,0.602758621,-0.205517241,-298,1
106,3/24/2015,City Council At-Large - 5,1688,799,714,145,30,1045,565,23,55,736,944,8,0.619075829,0.33471564,0.046208531,801,795,0,1596,0.501879699,0.498120301,0.003759398,6,1
107,3/24/2015,City Council At-Large - 5,436,251,128,45,12,225,181,13,17,196,239,1,0.516055046,0.415137615,0.068807339,244,176,0,420,0.580952381,0.419047619,0.161904762,68,1
108,3/24/2015,City Council At-Large - 5,788,333,363,68,24,581,158,18,31,348,434,6,0.737309645,0.200507614,0.062182741,311,426,0,737,0.421981004,0.578018996,-0.156037992,-115,1
109,3/24/2015,City Council At-Large - 5,536,217,267,40,12,409,107,8,12,251,283,2,0.763059701,0.199626866,0.037313433,200,298,0,498,0.401606426,0.598393574,-0.196787149,-98,1
110,3/24/2015,City Council At-Large - 5,927,289,542,75,21,802,65,19,41,420,501,6,0.865156419,0.070118662,0.064724919,269,573,0,842,0.319477435,0.680522565,-0.361045131,-304,1
111,3/24/2015,City Council At-Large - 5,1178,452,593,111,22,856,268,15,39,529,643,6,0.726655348,0.227504244,0.045840407,429,685,0,1114,0.385098743,0.614901257,-0.229802513,-256,1
112,3/24/2015,City Council At-Large - 5,435,226,155,46,8,228,174,13,20,169,257,9,0.524137931,0.4,0.075862069,226,183,0,409,0.552567237,0.447432763,0.105134474,43,1
113,3/24/2015,City Council At-Large - 5,1880,862,766,208,44,1071,662,47,100,796,1057,27,0.569680851,0.35212766,0.078191489,915,878,0,1793,0.510317903,0.489682097,0.020635806,37,1
114,3/24/2015,City Council At-Large - 5,464,278,117,50,19,208,233,5,18,188,266,10,0.448275862,0.502155172,0.049568966,271,174,0,445,0.608988764,0.391011236,0.217977528,97,1
201,3/24/2015,City Council At-Large - 5,1290,403,727,130,30,1011,203,26,50,616,661,13,0.78372093,0.157364341,0.058914729,348,842,0,1190,0.292436975,0.707563025,-0.41512605,-494,2
202,3/24/2015,City Council At-Large - 5,1414,437,742,186,49,955,290,45,124,683,721,10,0.675388967,0.205091938,0.119519095,437,896,0,1333,0.327831958,0.672168042,-0.344336084,-459,2
203,3/24/2015,City Council At-Large - 5,1324,602,542,143,37,812,423,27,62,572,737,15,0.613293051,0.319486405,0.067220544,591,666,0,1257,0.470167064,0.529832936,-0.059665871,-75,2
204,3/24/2015,City Council At-Large - 5,899,313,495,67,24,787,84,7,21,393,499,7,0.87541713,0.093437152,0.031145717,191,625,0,816,0.234068627,0.765931373,-0.531862745,-434,2
205,3/24/2015,City Council At-Large - 5,2176,839,1071,214,52,1530,497,49,100,1010,1147,19,0.703125,0.228400735,0.068474265,705,1343,0,2048,0.344238281,0.655761719,-0.311523438,-638,2
206,3/24/2015,City Council At-Large - 5,2094,497,1376,176,45,1861,141,35,57,1001,1084,9,0.888729704,0.067335244,0.043935053,447,1470,0,1917,0.233176839,0.766823161,-0.533646322,-1023,2
207,3/24/2015,City Council At-Large - 5,1666,655,783,187,41,1135,413,39,79,755,901,10,0.681272509,0.24789916,0.070828331,618,969,0,1587,0.389413989,0.610586011,-0.221172023,-351,2
208,3/24/2015,City Council At-Large - 5,1016,227,691,79,19,914,69,11,22,504,507,5,0.899606299,0.067913386,0.032480315,190,747,0,937,0.202774813,0.797225187,-0.594450374,-557,2
209,3/24/2015,City Council At-Large - 5,985,248,604,106,27,860,71,21,33,480,495,10,0.873096447,0.072081218,0.054822335,235,688,0,923,0.25460455,0.74539545,-0.490790899,-453,2
210,3/24/2015,City Council At-Large - 5,177,52,112,9,4,171,0,3,3,89,87,1,0.966101695,0,0.033898305,45,109,0,154,0.292207792,0.707792208,-0.415584416,-64,2
211,3/24/2015,City Council At-Large - 5,1407,512,728,134,33,935,368,35,69,677,711,19,0.664534471,0.261549396,0.073916134,479,863,0,1342,0.356929955,0.643070045,-0.286140089,-384,2
212,3/24/2015,City Council At-Large - 5,276,66,175,31,4,271,1,0,4,138,135,3,0.981884058,0.003623188,0.014492754,37,227,0,264,0.140151515,0.859848485,-0.71969697,-190,2
213,3/24/2015,City Council At-Large - 5,683,191,433,48,11,530,109,13,31,333,346,4,0.775988287,0.159590044,0.064421669,180,463,0,643,0.279937792,0.720062208,-0.440124417,-283,2
301,3/24/2015,City Council At-Large - 5,847,130,594,105,18,743,59,7,38,431,411,5,0.877213695,0.069657615,0.053128689,204,586,0,790,0.258227848,0.741772152,-0.483544304,-382,3
302,3/24/2015,City Council At-Large - 5,677,232,324,89,32,480,112,33,52,328,340,9,0.70901034,0.165435746,0.125553914,218,417,0,635,0.343307087,0.656692913,-0.313385827,-199,3
303,3/24/2015,City Council At-Large - 5,1055,239,674,115,27,910,66,22,57,490,555,10,0.862559242,0.062559242,0.074881517,248,748,0,996,0.248995984,0.751004016,-0.502008032,-500,3
304,3/24/2015,City Council At-Large - 5,872,130,603,114,25,794,38,10,30,436,432,4,0.910550459,0.043577982,0.04587156,172,621,0,793,0.216897856,0.783102144,-0.566204288,-449,3
305,3/24/2015,City Council At-Large - 5,1435,380,818,184,53,1182,126,43,84,678,745,12,0.82369338,0.087804878,0.088501742,388,942,0,1330,0.291729323,0.708270677,-0.416541353,-554,3
306,3/24/2015,City Council At-Large - 5,905,337,373,164,31,498,240,46,121,414,480,11,0.550276243,0.26519337,0.184530387,377,475,0,852,0.442488263,0.557511737,-0.115023474,-98,3
307,3/24/2015,City Council At-Large - 5,470,147,236,69,18,362,64,19,25,208,258,4,0.770212766,0.136170213,0.093617021,148,297,0,445,0.33258427,0.66741573,-0.334831461,-149,3
308,3/24/2015,City Council At-Large - 5,606,148,374,65,19,508,49,16,33,296,307,3,0.838283828,0.080858086,0.080858086,146,420,0,566,0.25795053,0.74204947,-0.48409894,-274,3
309,3/24/2015,City Council At-Large - 5,749,238,401,90,20,517,137,26,69,340,405,4,0.690253672,0.182910547,0.126835781,243,473,0,716,0.339385475,0.660614525,-0.32122905,-230,3
310,3/24/2015,City Council At-Large - 5,806,160,534,84,28,740,23,14,29,355,449,2,0.918114144,0.02853598,0.053349876,190,560,0,750,0.253333333,0.746666667,-0.493333333,-370,3
311,3/24/2015,City Council At-Large - 5,732,170,473,77,12,643,44,8,37,343,380,9,0.878415301,0.06010929,0.06147541,148,527,0,675,0.219259259,0.780740741,-0.561481481,-379,3
312,3/24/2015,City Council At-Large - 5,1545,417,849,229,50,1208,188,40,109,740,789,16,0.781877023,0.121682848,0.096440129,427,1016,0,1443,0.295911296,0.704088704,-0.408177408,-589,3
313,3/24/2015,City Council At-Large - 5,1288,474,622,162,30,763,330,61,134,609,672,7,0.592391304,0.25621118,0.151397516,482,750,0,1232,0.391233766,0.608766234,-0.217532468,-268,3
315,3/24/2015,City Council At-Large - 5,497,172,250,62,13,341,111,13,32,242,248,7,0.6861167,0.22334004,0.09054326,159,306,0,465,0.341935484,0.658064516,-0.316129032,-147,3
401,3/24/2015,City Council At-Large - 5,497,185,265,38,9,423,55,4,15,232,263,2,0.85110664,0.110663984,0.038229376,152,323,0,475,0.32,0.68,-0.36,-171,4
402,3/24/2015,City Council At-Large - 5,957,437,385,111,24,557,293,34,73,399,549,9,0.582027168,0.306165099,0.111807732,417,504,0,921,0.45276873,0.54723127,-0.094462541,-87,4
403,3/24/2015,City Council At-Large - 5,1371,604,603,140,24,901,331,46,93,605,745,21,0.657184537,0.241429613,0.10138585,555,733,0,1288,0.430900621,0.569099379,-0.138198758,-178,4
404,3/24/2015,City Council At-Large - 5,1281,404,768,77,32,1180,54,17,30,602,667,12,0.921155347,0.042154567,0.036690086,285,885,0,1170,0.243589744,0.756410256,-0.512820513,-600,4
405,3/24/2015,City Council At-Large - 5,524,263,183,61,17,326,161,16,21,226,289,9,0.622137405,0.307251908,0.070610687,258,233,0,491,0.525458248,0.474541752,0.050916497,25,4
407,3/24/2015,City Council At-Large - 5,1510,499,819,162,30,1199,210,25,76,719,778,13,0.794039735,0.139072848,0.066887417,488,912,0,1400,0.348571429,0.651428571,-0.302857143,-424,4
408,3/24/2015,City Council At-Large - 5,1364,452,747,134,31,1140,144,34,46,614,741,9,0.835777126,0.105571848,0.058651026,378,893,0,1271,0.297403619,0.702596381,-0.405192762,-515,4
409,3/24/2015,City Council At-Large - 5,909,389,407,97,16,665,184,19,41,396,502,11,0.731573157,0.202420242,0.066006601,326,531,0,857,0.380396733,0.619603267,-0.239206534,-205,4
410,3/24/2015,City Council At-Large - 5,1010,411,444,132,23,652,233,41,84,480,522,8,0.645544554,0.230693069,0.123762376,355,612,0,967,0.367114788,0.632885212,-0.265770424,-257,4
411,3/24/2015,City Council At-Large - 5,901,340,418,112,31,668,136,37,60,435,455,11,0.741398446,0.150943396,0.107658158,283,558,0,841,0.336504162,0.663495838,-0.326991677,-275,4
412,3/24/2015,City Council At-Large - 5,381,147,164,53,17,269,81,17,14,179,200,2,0.706036745,0.212598425,0.081364829,160,199,0,359,0.445682451,0.554317549,-0.108635097,-39,4
501,3/24/2015,City Council At-Large - 5,1204,409,616,140,39,1060,73,20,51,594,599,11,0.880398671,0.060631229,0.0589701,436,694,0,1130,0.385840708,0.614159292,-0.228318584,-258,5
502,3/24/2015,City Council At-Large - 5,379,158,148,51,22,289,69,10,11,189,188,2,0.762532982,0.182058047,0.055408971,153,206,0,359,0.426183844,0.573816156,-0.147632312,-53,5
503,3/24/2015,City Council At-Large - 5,340,195,98,38,9,154,155,13,18,137,198,5,0.452941176,0.455882353,0.091176471,206,119,0,325,0.633846154,0.366153846,0.267692308,87,5
504,3/24/2015,City Council At-Large - 5,1049,369,558,93,29,868,131,12,38,459,580,10,0.827454719,0.124880839,0.047664442,369,601,0,970,0.380412371,0.619587629,-0.239175258,-232,5
505,3/24/2015,City Council At-Large - 5,1221,311,795,91,24,1175,4,16,26,591,623,7,0.962325962,0.003276003,0.034398034,324,816,0,1140,0.284210526,0.715789474,-0.431578947,-492,5
506,3/24/2015,City Council At-Large - 5,1204,524,531,112,37,867,267,27,43,526,669,9,0.720099668,0.221760797,0.058139535,483,666,0,1149,0.420365535,0.579634465,-0.15926893,-183,5
507,3/24/2015,City Council At-Large - 5,611,331,214,49,17,342,249,5,15,248,358,5,0.559738134,0.407528642,0.032733224,333,245,0,578,0.576124567,0.423875433,0.152249135,88,5
508,3/24/2015,City Council At-Large - 5,2172,732,1164,209,67,1927,125,53,67,955,1205,12,0.887200737,0.057550645,0.055248619,677,1350,0,2027,0.33399112,0.66600888,-0.33201776,-673,5
509,3/24/2015,City Council At-Large - 5,1661,541,991,106,23,1495,88,24,54,754,889,18,0.900060205,0.052980132,0.046959663,486,1066,0,1552,0.31314433,0.68685567,-0.37371134,-580,5
510,3/24/2015,City Council At-Large - 5,1361,441,755,123,42,1180,125,25,31,632,721,8,0.867009552,0.091844232,0.041146216,401,866,0,1267,0.316495659,0.683504341,-0.367008682,-465,5
511,3/24/2015,City Council At-Large - 5,726,340,303,59,24,534,166,11,15,315,404,7,0.73553719,0.228650138,0.035812672,276,420,0,696,0.396551724,0.603448276,-0.206896552,-144,5
512,3/24/2015,City Council At-Large - 5,1241,483,584,138,36,874,256,50,61,518,711,12,0.704270749,0.206285254,0.089443997,478,704,0,1182,0.404399323,0.595600677,-0.191201354,-226,5
513,3/24/2015,City Council At-Large - 5,865,379,384,85,17,627,185,14,39,385,468,12,0.724855491,0.213872832,0.061271676,336,484,0,820,0.409756098,0.590243902,-0.180487805,-148,5
601,3/24/2015,City Council At-Large - 5,1427,315,954,121,37,1286,65,24,52,711,710,6,0.90119131,0.045550105,0.053258584,311,983,0,1294,0.240340031,0.759659969,-0.519319938,-672,6
602,3/24/2015,City Council At-Large - 5,1259,376,702,136,45,1018,144,39,58,605,643,11,0.808578237,0.114376489,0.077045274,330,855,0,1185,0.278481013,0.721518987,-0.443037975,-525,6
603,3/24/2015,City Council At-Large - 5,1766,527,1081,124,34,1640,40,24,62,822,935,9,0.928652322,0.022650057,0.048697622,526,1068,0,1594,0.329987453,0.670012547,-0.340025094,-542,6
604,3/24/2015,City Council At-Large - 5,891,189,615,64,23,841,9,19,22,430,456,5,0.943883277,0.01010101,0.046015713,180,624,0,804,0.223880597,0.776119403,-0.552238806,-444,6
605,3/24/2015,City Council At-Large - 5,1722,376,1144,162,40,1566,70,39,47,859,852,11,0.909407666,0.040650407,0.049941928,354,1199,0,1553,0.227945911,0.772054089,-0.544108178,-845,6
606,3/24/2015,City Council At-Large - 5,2085,491,1350,194,50,1910,98,33,44,1017,1064,4,0.916067146,0.047002398,0.036930456,426,1495,0,1921,0.2217595,0.7782405,-0.556480999,-1069,6
607,3/24/2015,City Council At-Large - 5,677,223,350,81,23,570,66,19,22,287,378,12,0.841949778,0.097488922,0.0605613,183,446,0,629,0.290937997,0.709062003,-0.418124006,-263,6
608,3/24/2015,City Council At-Large - 5,1750,541,957,196,56,1428,190,59,73,790,955,5,0.816,0.108571429,0.075428571,502,1123,0,1625,0.308923077,0.691076923,-0.382153846,-621,6
609,3/24/2015,City Council At-Large - 5,520,172,282,53,13,426,67,13,14,235,279,6,0.819230769,0.128846154,0.051923077,161,321,0,482,0.334024896,0.665975104,-0.331950207,-160,6
610,3/24/2015,City Council At-Large - 5,1801,445,1139,162,55,1635,72,27,67,894,897,10,0.907828984,0.03997779,0.052193226,385,1297,0,1682,0.228894174,0.771105826,-0.542211653,-912,6
611,3/24/2015,City Council At-Large - 5,757,262,393,72,30,646,71,14,26,319,432,6,0.85336856,0.093791281,0.052840159,229,476,0,705,0.324822695,0.675177305,-0.35035461,-247,6
612,3/24/2015,City Council At-Large - 5,1318,385,763,138,32,1015,179,35,89,652,658,8,0.770106222,0.135811836,0.094081942,375,848,0,1223,0.306623058,0.693376942,-0.386753884,-473,6
613,3/24/2015,City Council At-Large - 5,929,279,503,116,31,744,123,26,36,441,480,8,0.800861141,0.132400431,0.066738428,294,583,0,877,0.335233751,0.664766249,-0.329532497,-289,6
614,3/24/2015,City Council At-Large - 5,465,143,262,44,16,368,48,12,37,228,232,5,0.791397849,0.103225806,0.105376344,146,295,0,441,0.33106576,0.66893424,-0.337868481,-149,6
